catalog,gaiadr3_id,star_name,ra,dec,parallax,source_paper,likely_mdwarf,BPRP0
cf_rotator_catalog,3451207467324416128,,88.29158266892232,32.7336612372602,-0.2680041871833528,,True,1.8193282818204912
cf_rotator_catalog,3451174417552338176,,88.08733604366344,32.36909903206132,0.5685776986185851,,True,1.7286760605028708
cf_rotator_catalog,3451176165602514688,,88.14271699863005,32.41431350061823,0.8808695375832984,,True,1.942347257453823
cf_rotator_catalog,3451179571513082624,,87.9909045429837,32.470520725582354,0.95119250726661,,True,1.8492640057774004
cf_rotator_catalog,3451201080709093632,,88.19532891378414,32.52345684299121,0.0978067660509894,,True,1.9748680835973955
cf_rotator_catalog,3451201836624822272,,88.22545169989857,32.579108259343066,1.616895030085846,,True,2.1812185022066197
cf_rotator_catalog,3451218702960419328,,88.05107252695024,32.69351406202348,1.7187629127589403,,True,1.5921569213430882
cf_rotator_catalog,3451218874759174784,,88.01190513409968,32.71152992504556,0.5370683380746096,,True,2.0742967354620023
cf_rotator_catalog,3451176028172240512,,88.12279470062192,32.39287858122154,-1.5405339200774133,,True,1.6987357834807737
cf_rotator_catalog,3451181461300047488,,87.99873264083745,32.52347646333098,0.6882534738627014,,True,1.8597870213887535
cf_rotator_catalog,3451202008421964544,,88.2306368269405,32.593183692925514,1.198270914709025,,True,1.9260041460438968
cf_rotator_catalog,3451207368541094528,,88.24799786113091,32.70386173205903,0.6827288557049731,,True,1.5012196680386067
cf_rotator_catalog,3451207467333770240,,88.30198706364206,32.732834125868884,0.3829503347236632,,True,2.0845276920877933
cf_rotator_catalog,3450988595795139968,,88.21355119303806,32.412338201583935,2.0059284601796157,,True,2.0112452920877932
cf_rotator_catalog,3451173416824287616,,87.87582059798736,32.41590796161176,1.5671332447769275,,True,2.134156488730073
cf_rotator_catalog,3451172252890396672,,87.93095551815536,32.366575738687665,-0.4081693981587835,,False,1.4476049366299848
cf_rotator_catalog,3451177338130000000,,88.14454647308185,32.45274438004513,0.4924996588953145,,True,1.777170103928844
cf_rotator_catalog,3451178845662144000,,88.02364283420529,32.45192453782401,0.6799956003838922,,False,0.9765210673869849
cf_rotator_catalog,3451179674593606400,,88.00002082707016,32.467472129243504,0.4982248324718667,,False,1.2827187064303975
cf_rotator_catalog,3451179846390992384,,87.96443764094937,32.486031536850454,-0.0395161799033765,,True,1.600098857614102
cf_rotator_catalog,3451182114133577472,,88.04890592122639,32.58039618175791,0.8090439281235713,,True,2.1749483286565408
cf_rotator_catalog,3451199598946048512,,87.87608358832836,32.73978226895507,0.590675250605361,,True,1.7913656534625293
